x,y,z,p
0,2,11,-5.84360264e+00
0,2,12,-5.87318913e+00
0,2,13,-5.89880379e+00
0,2,14,-5.92368164e+00
0,2,15,-5.93585483e+00
0,2,16,-5.94829180e+00
0,2,17,-5.96156587e+00
0,2,18,-5.98103658e+00
0,2,19,-6.00317491e+00
0,2,20,-6.02831212e+00
0,2,21,-6.05861525e+00
0,2,22,-6.07844608e+00
0,2,23,-6.09314655e+00
0,2,24,-6.11289459e+00
0,2,25,-6.13315258e+00
0,2,26,-6.16285005e+00
0,2,27,-6.20126728e+00
0,2,28,-6.23384078e+00
0,2,29,-6.25812729e+00
0,2,30,-6.27553716e+00
0,2,31,-6.30469616e+00
0,2,32,-6.32254294e+00
0,2,33,-6.33733989e+00
0,2,34,-6.35611950e+00
0,2,35,-6.37459932e+00
0,2,36,-6.39048212e+00
0,2,37,-6.40705554e+00
0,2,38,-6.42365345e+00
0,2,39,-6.45826021e+00
0,2,40,-6.48026729e+00
0,2,41,-6.50565018e+00
0,2,42,-6.52769679e+00
0,2,43,-6.57296456e+00
0,2,44,-6.62870452e+00
0,2,45,-6.67380164e+00
0,2,46,-6.73196312e+00
0,2,47,-6.81378873e+00
0,2,48,-6.90095597e+00
0,2,49,-6.95515562e+00
0,2,50,-6.95972589e+00
0,2,51,-6.94062861e+00
0,2,52,-6.88455125e+00
0,2,53,-6.84444009e+00
0,2,54,-6.79423962e+00
0,2,55,-6.85702852e+00
0,2,56,-6.90601751e+00
0,2,57,-6.92202458e+00
0,2,58,-6.87973619e+00
0,2,59,-6.82163987e+00
0,2,60,-6.72119178e+00
0,2,61,-6.65516402e+00
0,2,62,-6.62768071e+00
0,2,63,-6.62480523e+00
0,2,64,-6.61270716e+00
0,2,65,-6.61551284e+00
0,2,66,-6.60363496e+00
0,2,67,-6.56574576e+00
0,2,68,-6.50367084e+00
0,2,69,-6.44261036e+00
0,2,70,-6.38556936e+00
0,2,71,-6.35066469e+00
0,2,72,-6.30707760e+00
0,2,73,-6.27356407e+00
0,2,74,-6.23757358e+00
0,2,75,-6.18740875e+00
0,2,76,-6.14017670e+00
0,2,77,-6.10785717e+00
0,2,78,-6.08097484e+00
0,2,79,-6.06814255e+00
0,2,80,-6.05425579e+00
0,2,81,-6.04099438e+00
0,2,82,-6.02140215e+00
0,2,83,-5.99824611e+00
0,2,84,-5.97844897e+00
0,2,85,-5.95739401e+00
0,2,86,-5.93447282e+00
0,2,87,-5.91273103e+00
0,2,88,-5.88320707e+00
0,2,89,-5.85969486e+00
0,2,90,-5.83188118e+00
0,2,91,-5.80644925e+00
0,2,92,-5.78895625e+00
0,2,93,-5.77114980e+00
0,2,94,-5.75111964e+00
0,2,95,-5.73312470e+00
0,2,96,-5.71626083e+00
0,2,97,-5.69365088e+00
0,2,98,-5.67583140e+00
0,2,99,-5.66661071e+00
0,3,0,-5.67434296e+00
0,3,1,-5.68847854e+00
0,3,2,-5.70819569e+00
0,3,3,-5.73586672e+00
0,3,4,-5.76289671e+00
0,3,5,-5.78742529e+00
0,3,6,-5.80669586e+00
0,3,7,-5.81857960e+00
0,3,8,-5.82553533e+00
0,3,9,-5.83098090e+00
0,3,10,-5.84361354e+00
0,3,11,-5.86641087e+00
0,3,12,-5.89875497e+00
0,3,13,-5.93476584e+00
0,3,14,-5.95925617e+00
0,3,15,-5.97865474e+00
0,3,16,-5.98662692e+00
0,3,17,-6.00015185e+00
0,3,18,-6.01523880e+00
0,3,19,-6.03724445e+00
0,3,20,-6.06006153e+00
0,3,21,-6.07839970e+00
0,3,22,-6.09420702e+00
0,3,23,-6.10345937e+00
0,3,24,-6.12058378e+00
0,3,25,-6.13743581e+00
0,3,26,-6.16698289e+00
0,3,27,-6.20231950e+00
0,3,28,-6.23574572e+00
0,3,29,-6.27007355e+00
0,3,30,-6.29721449e+00
0,3,31,-6.32550234e+00
0,3,32,-6.35412467e+00
0,3,33,-6.36520440e+00
0,3,34,-6.37385731e+00
0,3,35,-6.39822735e+00
0,3,36,-6.41510179e+00
0,3,37,-6.42862177e+00
0,3,38,-6.44568967e+00
0,3,39,-6.48238996e+00
0,3,40,-6.51935528e+00
0,3,41,-6.54466497e+00
0,3,42,-6.57838521e+00
0,3,43,-6.65252934e+00
0,3,44,-6.69847168e+00
0,3,45,-6.76039697e+00
0,3,46,-6.87684503e+00
0,3,47,-6.96549777e+00
0,3,48,-7.06604226e+00
0,3,49,-7.10613336e+00
0,3,50,-7.03694270e+00
0,3,51,-7.07453588e+00
0,3,52,-7.01674717e+00
0,3,53,-7.00847345e+00
0,3,54,-6.98497603e+00
0,3,55,-7.04447766e+00
0,3,56,-7.15876055e+00
0,3,57,-7.17759137e+00
0,3,58,-7.10088064e+00
0,3,59,-6.98478346e+00
0,3,60,-6.81456370e+00
0,3,61,-6.69756587e+00
0,3,62,-6.66877644e+00
0,3,63,-6.69439707e+00
0,3,64,-6.68805905e+00
0,3,65,-6.68979639e+00
0,3,66,-6.68666584e+00
0,3,67,-6.62910718e+00
0,3,68,-6.56479714e+00
0,3,69,-6.49267370e+00
0,3,70,-6.43994044e+00
0,3,71,-6.39948219e+00
0,3,72,-6.36251711e+00
0,3,73,-6.32204847e+00
0,3,74,-6.27057729e+00
0,3,75,-6.21857063e+00
0,3,76,-6.17126050e+00
0,3,77,-6.13863276e+00
0,3,78,-6.11797302e+00
0,3,79,-6.10840577e+00
0,3,80,-6.09023935e+00
0,3,81,-6.08080637e+00
0,3,82,-6.06033601e+00
0,3,83,-6.03140261e+00
0,3,84,-6.00167664e+00
0,3,85,-5.97641860e+00
0,3,86,-5.95820860e+00
0,3,87,-5.93271932e+00
0,3,88,-5.90382154e+00
0,3,89,-5.87263136e+00
0,3,90,-5.84771595e+00
0,3,91,-5.82098220e+00
0,3,92,-5.80021529e+00
0,3,93,-5.78151993e+00
0,3,94,-5.76498215e+00
0,3,95,-5.75057194e+00
0,3,96,-5.73016743e+00
0,3,97,-5.70506975e+00
0,3,98,-5.68348995e+00
0,3,99,-5.67155112e+00
0,4,0,-5.69094165e+00
0,4,1,-5.69965234e+00
0,4,2,-5.71852804e+00
0,4,3,-5.74762799e+00
0,4,4,-5.77379370e+00
0,4,5,-5.80224559e+00
0,4,6,-5.82304008e+00
0,4,7,-5.83681265e+00
0,4,8,-5.84811274e+00
0,4,9,-5.85424418e+00
0,4,10,-5.86963205e+00
0,4,11,-5.89232035e+00
0,4,12,-5.92673169e+00
0,4,13,-5.96232449e+00
0,4,14,-5.99638420e+00
0,4,15,-6.02100595e+00
0,4,16,-6.03459823e+00
0,4,17,-6.04512937e+00
0,4,18,-6.06273050e+00
0,4,19,-6.08023105e+00
0,4,20,-6.10523184e+00
0,4,21,-6.11829974e+00
0,4,22,-6.13707880e+00
0,4,23,-6.13969377e+00
0,4,24,-6.15219840e+00
0,4,25,-6.16426231e+00
0,4,26,-6.18748542e+00
0,4,27,-6.22264495e+00
0,4,28,-6.26238908e+00
0,4,29,-6.30149108e+00
0,4,30,-6.33267897e+00
0,4,31,-6.37365521e+00
0,4,32,-6.39342620e+00
0,4,33,-6.40165380e+00
0,4,34,-6.40373430e+00
0,4,35,-6.42959917e+00
0,4,36,-6.45590124e+00
0,4,37,-6.46796869e+00
0,4,38,-6.50579830e+00
0,4,39,-6.54883940e+00
0,4,40,-6.59195444e+00
0,4,41,-6.61671268e+00
0,4,42,-6.67868248e+00
0,4,43,-6.76508109e+00
0,4,44,-6.84167607e+00
0,4,45,-6.91595093e+00
0,4,46,-7.04611588e+00
0,4,47,-7.18841821e+00
0,4,48,-7.38716310e+00
0,4,49,-7.34086416e+00
0,4,50,-7.36388239e+00
0,4,51,-7.26293564e+00
0,4,52,-7.22056449e+00
0,4,53,-7.24324899e+00
0,4,54,-7.30049141e+00
0,4,55,-7.60798960e+00
0,4,56,-7.88419125e+00
0,4,57,-8.03236541e+00
0,4,58,-7.41756575e+00
0,4,59,-7.10163289e+00
0,4,60,-6.89308524e+00
0,4,61,-6.76665848e+00
0,4,62,-6.76952350e+00
0,4,63,-6.76086796e+00
0,4,64,-6.74928014e+00
0,4,65,-6.74195457e+00
0,4,66,-6.74044422e+00
0,4,67,-6.69225660e+00
0,4,68,-6.61354571e+00
0,4,69,-6.53758423e+00
0,4,70,-6.49892304e+00
0,4,71,-6.45772478e+00
0,4,72,-6.40486881e+00
0,4,73,-6.35611525e+00
0,4,74,-6.30360431e+00
0,4,75,-6.24389701e+00
0,4,76,-6.20340320e+00
0,4,77,-6.17431250e+00
0,4,78,-6.15319295e+00
0,4,79,-6.15327482e+00
0,4,80,-6.13376994e+00
0,4,81,-6.11917554e+00
0,4,82,-6.09760161e+00
0,4,83,-6.05958299e+00
0,4,84,-6.03749901e+00
0,4,85,-6.01152430e+00
0,4,86,-5.98360647e+00
0,4,87,-5.95573002e+00
0,4,88,-5.92667862e+00
0,4,89,-5.89852100e+00
0,4,90,-5.87065190e+00
0,4,91,-5.84190068e+00
0,4,92,-5.82398366e+00
0,4,93,-5.80256470e+00
0,4,94,-5.78763102e+00
0,4,95,-5.77092955e+00
0,4,96,-5.74750564e+00
0,4,97,-5.72239690e+00
0,4,98,-5.69918749e+00
0,4,99,-5.68865057e+00
0,5,0,-5.71132094e+00
0,5,1,-5.71778278e+00
0,5,2,-5.73211860e+00
0,5,3,-5.75716660e+00
0,5,4,-5.78117387e+00
0,5,5,-5.81022075e+00
0,5,6,-5.83425786e+00
0,5,7,-5.85538998e+00
0,5,8,-5.86633053e+00
0,5,9,-5.87722587e+00
0,5,10,-5.89441512e+00
0,5,11,-5.91633656e+00
0,5,12,-5.94832853e+00
0,5,13,-5.98144434e+00
0,5,14,-6.02025339e+00
0,5,15,-6.04890381e+00
0,5,16,-6.07330828e+00
0,5,17,-6.09100250e+00
0,5,18,-6.10581905e+00
0,5,19,-6.12255423e+00
0,5,20,-6.14881635e+00
0,5,21,-6.17453696e+00
0,5,22,-6.18385536e+00
0,5,23,-6.18838223e+00
0,5,24,-6.19313462e+00
0,5,25,-6.21508553e+00
0,5,26,-6.23692170e+00
0,5,27,-6.26352731e+00
0,5,28,-6.30369015e+00
0,5,29,-6.34194210e+00
0,5,30,-6.39013316e+00
0,5,31,-6.42528976e+00
0,5,32,-6.45227507e+00
0,5,33,-6.46058535e+00
0,5,34,-6.46929346e+00
0,5,35,-6.48407673e+00
0,5,36,-6.51851541e+00
0,5,37,-6.54029895e+00
0,5,38,-6.57582550e+00
0,5,39,-6.61715104e+00
0,5,40,-6.68820064e+00
0,5,41,-6.71291856e+00
0,5,42,-6.78169704e+00
0,5,43,-6.91059582e+00
0,5,44,-7.04523322e+00
0,5,45,-7.12645000e+00
0,5,46,-7.37464758e+00
0,5,47,-7.84292657e+00
0,5,48,-7.80128380e+00
0,5,49,-8.01828522e+00
0,5,50,-7.88742885e+00
0,5,51,-7.91355419e+00
0,5,52,-7.68581536e+00
0,5,53,-7.83494920e+00
0,5,54,-8.50985850e+00
0,5,55,nan
0,5,56,nan
0,5,57,nan
0,5,58,nan
0,5,59,-7.59022882e+00
0,5,60,-7.12125825e+00
0,5,61,-6.94760747e+00
0,5,62,-6.89852858e+00
0,5,63,-6.87896707e+00
0,5,64,-6.87693348e+00
0,5,65,-6.82439441e+00
0,5,66,-6.80507661e+00
0,5,67,-6.75226534e+00
0,5,68,-6.66087471e+00
0,5,69,-6.59491632e+00
0,5,70,-6.54703910e+00
0,5,71,-6.50221794e+00
0,5,72,-6.45690881e+00
0,5,73,-6.40086937e+00
0,5,74,-6.35110759e+00
0,5,75,-6.29115528e+00
0,5,76,-6.25022505e+00
0,5,77,-6.22218716e+00
0,5,78,-6.19539569e+00
0,5,79,-6.18728802e+00
0,5,80,-6.16323680e+00
0,5,81,-6.14355691e+00
0,5,82,-6.11749314e+00
0,5,83,-6.08818495e+00
0,5,84,-6.05745735e+00
0,5,85,-6.03375001e+00
0,5,86,-6.01104366e+00
0,5,87,-5.97857299e+00
0,5,88,-5.94808358e+00
0,5,89,-5.92151567e+00
0,5,90,-5.89252744e+00
0,5,91,-5.86742876e+00
0,5,92,-5.84620932e+00
0,5,93,-5.82664547e+00
0,5,94,-5.80892232e+00
0,5,95,-5.79384666e+00
0,5,96,-5.77197393e+00
0,5,97,-5.74707608e+00
0,5,98,-5.72760402e+00
0,5,99,-5.71331935e+00
0,6,0,-5.73067923e+00
0,6,1,-5.73388737e+00
0,6,2,-5.75012521e+00
0,6,3,-5.76873222e+00
0,6,4,-5.79145116e+00
0,6,5,-5.81631707e+00
0,6,6,-5.84461596e+00
0,6,7,-5.87151292e+00
0,6,8,-5.89081649e+00
0,6,9,-5.90276319e+00
0,6,10,-5.91976073e+00
0,6,11,-5.94275542e+00
0,6,12,-5.97016406e+00
0,6,13,-6.00277647e+00
0,6,14,-6.03997378e+00
0,6,15,-6.06683542e+00
0,6,16,-6.10043535e+00
0,6,17,-6.12134624e+00
0,6,18,-6.14275100e+00
0,6,19,-6.16152942e+00
0,6,20,-6.19421880e+00
0,6,21,-6.21958795e+00
0,6,22,-6.24095496e+00
0,6,23,-6.24220853e+00
0,6,24,-6.23874296e+00
0,6,25,-6.25972310e+00
0,6,26,-6.28318688e+00
0,6,27,-6.30393017e+00
0,6,28,-6.34458467e+00
0,6,29,-6.39596677e+00
0,6,30,-6.43658094e+00
0,6,31,-6.48396757e+00
0,6,32,-6.51433979e+00
0,6,33,-6.53407303e+00
0,6,34,-6.54485688e+00
0,6,35,-6.57060172e+00
0,6,36,-6.60952154e+00
0,6,37,-6.62982585e+00
0,6,38,-6.66791188e+00
0,6,39,-6.72091588e+00
0,6,40,-6.79145571e+00
0,6,41,-6.81748931e+00
0,6,42,-6.95277073e+00
0,6,43,-7.09539038e+00
0,6,44,-7.35384853e+00
0,6,45,-7.93312384e+00
0,6,46,nan
0,6,47,nan
0,6,48,nan
0,6,49,nan
0,6,50,nan
0,6,51,nan
0,6,52,nan
0,6,53,nan
0,6,54,nan
0,6,55,nan
0,6,56,nan
0,6,57,nan
0,6,58,nan
0,6,59,nan
0,6,60,-7.73007185e+00
0,6,61,-7.22777479e+00
0,6,62,-7.13141441e+00
0,6,63,-7.01571244e+00
0,6,64,-6.97556210e+00
0,6,65,-6.95321563e+00
0,6,66,-6.87240379e+00
0,6,67,-6.81204526e+00
0,6,68,-6.72307518e+00
0,6,69,-6.65292804e+00
0,6,70,-6.60508863e+00
0,6,71,-6.54444369e+00
0,6,72,-6.50078389e+00
0,6,73,-6.44852279e+00
0,6,74,-6.39005010e+00
0,6,75,-6.34097529e+00
0,6,76,-6.29996713e+00
0,6,77,-6.26784908e+00
0,6,78,-6.24236882e+00
0,6,79,-6.22991587e+00
0,6,80,-6.20404430e+00
0,6,81,-6.17363381e+00
0,6,82,-6.14296720e+00
0,6,83,-6.10860172e+00
0,6,84,-6.08246287e+00
0,6,85,-6.05436358e+00
0,6,86,-6.02394778e+00
0,6,87,-5.99717553e+00
0,6,88,-5.96709871e+00
0,6,89,-5.93710740e+00
0,6,90,-5.91374590e+00
0,6,91,-5.89001621e+00
0,6,92,-5.86583199e+00
0,6,93,-5.84487050e+00
0,6,94,-5.82727297e+00
0,6,95,-5.81139393e+00
0,6,96,-5.79279870e+00
0,6,97,-5.77404267e+00
0,6,98,-5.75368270e+00
0,6,99,-5.73773577e+00
0,7,0,-5.75099409e+00
0,7,1,-5.75320934e+00
0,7,2,-5.76530415e+00
0,7,3,-5.78607026e+00
0,7,4,-5.80713508e+00
0,7,5,-5.83296735e+00
0,7,6,-5.86032605e+00
0,7,7,-5.88795433e+00
0,7,8,-5.91168394e+00
0,7,9,-5.93054558e+00
0,7,10,-5.94963334e+00
0,7,11,-5.97018443e+00
0,7,12,-5.99697710e+00
0,7,13,-6.02296557e+00
0,7,14,-6.05546199e+00
0,7,15,-6.08436411e+00
0,7,16,-6.11701458e+00
0,7,17,-6.14845722e+00
0,7,18,-6.17840076e+00
0,7,19,-6.20911680e+00
0,7,20,-6.24596065e+00
0,7,21,-6.27771193e+00
0,7,22,-6.29322197e+00
0,7,23,-6.30600799e+00
0,7,24,-6.30999432e+00
0,7,25,-6.31568890e+00
0,7,26,-6.33459068e+00
0,7,27,-6.35908611e+00
0,7,28,-6.39363417e+00
0,7,29,-6.44061375e+00
0,7,30,-6.49706182e+00
0,7,31,-6.53905662e+00
0,7,32,-6.57906700e+00
0,7,33,-6.61206694e+00
0,7,34,-6.63329905e+00
0,7,35,-6.67653744e+00
0,7,36,-6.70851969e+00
0,7,37,-6.75622631e+00
0,7,38,-6.82344587e+00
0,7,39,-6.84776150e+00
0,7,40,-6.90085964e+00
0,7,41,-6.99533892e+00
0,7,42,-7.24727359e+00
0,7,43,-7.63557623e+00
0,7,44,-8.99732233e+00
0,7,45,nan
0,7,46,nan
0,7,47,nan
0,7,48,nan
0,7,49,nan
0,7,50,nan
0,7,51,nan
0,7,52,nan
0,7,53,nan
0,7,54,nan
0,7,55,nan
0,7,56,nan
0,7,57,nan
0,7,58,nan
0,7,59,nan
0,7,60,nan
0,7,61,-9.64269803e+00
0,7,62,-7.40066403e+00
0,7,63,-7.24757291e+00
0,7,64,-7.13404230e+00
0,7,65,-7.08685878e+00
0,7,66,-6.96895587e+00
0,7,67,-6.84662346e+00
0,7,68,-6.78750481e+00
0,7,69,-6.71368330e+00
0,7,70,-6.65904880e+00
0,7,71,-6.58399004e+00
0,7,72,-6.55380428e+00
0,7,73,-6.49190561e+00
0,7,74,-6.44960349e+00
0,7,75,-6.38820349e+00
0,7,76,-6.34675739e+00
0,7,77,-6.31871800e+00
0,7,78,-6.28790564e+00
0,7,79,-6.27233720e+00
0,7,80,-6.23677142e+00
0,7,81,-6.19840190e+00
0,7,82,-6.15739193e+00
0,7,83,-6.12273281e+00
0,7,84,-6.09508113e+00
0,7,85,-6.06337420e+00
0,7,86,-6.02890237e+00
0,7,87,-5.99992828e+00
0,7,88,-5.98033921e+00
0,7,89,-5.95199759e+00
0,7,90,-5.92854856e+00
0,7,91,-5.90411005e+00
0,7,92,-5.88173727e+00
0,7,93,-5.86283549e+00
0,7,94,-5.84560715e+00
0,7,95,-5.83074061e+00
0,7,96,-5.81322420e+00
0,7,97,-5.79252346e+00
0,7,98,-5.77377776e+00
0,7,99,-5.75835738e+00
0,8,0,-5.76884773e+00
0,8,1,-5.77032725e+00
0,8,2,-5.78204377e+00
0,8,3,-5.80084856e+00
0,8,4,-5.82408981e+00
0,8,5,-5.84791167e+00
0,8,6,-5.87712191e+00
0,8,7,-5.90543328e+00
0,8,8,-5.93239343e+00
0,8,9,-5.95281667e+00
0,8,10,-5.97410006e+00
0,8,11,-5.99696975e+00
0,8,12,-6.01908763e+00
0,8,13,-6.04355117e+00
0,8,14,-6.07276489e+00
0,8,15,-6.10675404e+00
0,8,16,-6.13806269e+00
0,8,17,-6.18260289e+00
0,8,18,-6.21741819e+00
0,8,19,-6.26044795e+00
0,8,20,-6.29137375e+00
0,8,21,-6.31765762e+00
0,8,22,-6.34229197e+00
0,8,23,-6.36119120e+00
0,8,24,-6.37033990e+00
0,8,25,-6.37786810e+00
0,8,26,-6.39725224e+00
0,8,27,-6.42600929e+00
0,8,28,-6.46727934e+00
0,8,29,-6.50377740e+00
0,8,30,-6.54075530e+00
0,8,31,-6.59061026e+00
0,8,32,-6.64011723e+00
0,8,33,-6.69104976e+00
0,8,34,-6.73122418e+00
0,8,35,-6.79389684e+00
0,8,36,-6.85604314e+00
0,8,37,-6.93295490e+00
0,8,38,-7.00458809e+00
0,8,39,-7.06108531e+00
0,8,40,-7.10843406e+00
0,8,41,-7.29854585e+00
0,8,42,-7.89317691e+00
0,8,43,nan
0,8,44,nan
0,8,45,nan
0,8,46,nan
0,8,47,nan
0,8,48,nan
0,8,49,nan
0,8,50,nan
0,8,51,nan
0,8,52,nan
0,8,53,nan
0,8,54,nan
0,8,55,nan
0,8,56,nan
0,8,57,nan
0,8,58,nan
0,8,59,nan
0,8,60,nan
0,8,61,nan
0,8,62,nan
0,8,63,-7.64541254e+00
0,8,64,-7.51602018e+00
0,8,65,-7.28901405e+00
0,8,66,-7.10584643e+00
0,8,67,-6.99287469e+00
0,8,68,-6.84878388e+00
0,8,69,-6.77585321e+00
0,8,70,-6.69420776e+00
0,8,71,-6.63270655e+00
0,8,72,-6.57674546e+00
0,8,73,-6.52989305e+00
0,8,74,-6.48645411e+00
0,8,75,-6.44004903e+00
0,8,76,-6.39178881e+00
0,8,77,-6.35513328e+00
0,8,78,-6.32791194e+00
0,8,79,-6.30820903e+00
0,8,80,-6.26562513e+00
0,8,81,-6.22015734e+00
0,8,82,-6.17246703e+00
0,8,83,-6.14136044e+00
0,8,84,-6.10053314e+00
0,8,85,-6.06786914e+00
0,8,86,-6.03974210e+00
0,8,87,-6.00964000e+00
0,8,88,-5.98521895e+00
0,8,89,-5.96628284e+00
0,8,90,-5.94027141e+00
0,8,91,-5.91987866e+00
0,8,92,-5.89574195e+00
0,8,93,-5.87645880e+00
0,8,94,-5.85957974e+00
0,8,95,-5.84819666e+00
0,8,96,-5.83073294e+00
